Ticker,1w,1m,3m,6m,1y,Price,Exchange
MRTN,"Ticker
MRTN   -2.518387
dtype: float64","Ticker
MRTN   -7.624074
dtype: float64","Ticker
MRTN   -13.574391
dtype: float64","Ticker
MRTN   -16.367112
dtype: float64",,"Ticker
MRTN    14.72
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MRUS,"Ticker
MRUS   -0.878132
dtype: float64","Ticker
MRUS    13.10794
dtype: float64","Ticker
MRUS    2.66573
dtype: float64","Ticker
MRUS   -13.007518
dtype: float64",,"Ticker
MRUS    47.09
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MRVI,"Ticker
MRVI   -21.581549
dtype: float64","Ticker
MRVI   -41.01611
dtype: float64","Ticker
MRVI   -38.461538
dtype: float64","Ticker
MRVI   -64.371257
dtype: float64",,"Ticker
MRVI    3.22
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MRVL,"Ticker
MRVL   -15.202743
dtype: float64","Ticker
MRVL   -11.778134
dtype: float64","Ticker
MRVL   -1.195578
dtype: float64","Ticker
MRVL    30.422593
dtype: float64",,"Ticker
MRVL    91.82
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MRX,"Ticker
MRX   -4.04194
dtype: float64","Ticker
MRX    4.589666
dtype: float64","Ticker
MRX    26.138946
dtype: float64","Ticker
MRX    50.885554
dtype: float64",,"Ticker
MRX    36.639999
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MSAI,"Ticker
MSAI   -14.08776
dtype: float64","Ticker
MSAI   -16.778521
dtype: float64","Ticker
MSAI   -24.999998
dtype: float64","Ticker
MSAI   -43.422053
dtype: float64",,"Ticker
MSAI    1.24
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MSBI,"Ticker
MSBI   -1.111304
dtype: float64","Ticker
MSBI   -1.999326
dtype: float64","Ticker
MSBI   -29.09158
dtype: float64","Ticker
MSBI   -15.475672
dtype: float64",,"Ticker
MSBI    19.379999
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MSBIP,"Ticker
MSBIP   -3.112052
dtype: float64","Ticker
MSBIP   -1.827353
dtype: float64","Ticker
MSBIP   -5.613252
dtype: float64","Ticker
MSBIP   -5.293806
dtype: float64",,"Ticker
MSBIP    23.379999
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MSEX,"Ticker
MSEX    0.373991
dtype: float64","Ticker
MSEX   -0.791181
dtype: float64","Ticker
MSEX   -23.597861
dtype: float64","Ticker
MSEX   -17.522107
dtype: float64",,"Ticker
MSEX    50.130001
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MSFT,"Ticker
MSFT   -4.023855
dtype: float64","Ticker
MSFT   -10.183598
dtype: float64","Ticker
MSFT   -4.757901
dtype: float64","Ticker
MSFT   -4.410346
dtype: float64",,"Ticker
MSFT    396.98999
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MSGM,"Ticker
MSGM   -6.788509
dtype: float64","Ticker
MSGM   -16.588786
dtype: float64","Ticker
MSGM    6.567165
dtype: float64","Ticker
MSGM   -0.833333
dtype: float64",,"Ticker
MSGM    1.16
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MSPR,"Ticker
MSPR   -17.357512
dtype: float64","Ticker
MSPR    9.810672
dtype: float64","Ticker
MSPR    24.609377
dtype: float64","Ticker
MSPR   -67.858941
dtype: float64",,"Ticker
MSPR    1.97
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MSPRW,"Ticker
MSPRW    0.0
dtype: float64","Ticker
MSPRW    0.0
dtype: float64","Ticker
MSPRW    0.0
dtype: float64","Ticker
MSPRW    0.0
dtype: float64",,"Ticker
MSPRW    0.065
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MSS,"Ticker
MSS   -8.051944
dtype: float64","Ticker
MSS    5.044513
dtype: float64","Ticker
MSS    23.34495
dtype: float64","Ticker
MSS    81.074169
dtype: float64",,"Ticker
MSS    1.15
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MSSA,"Ticker
MSSA    0.414934
dtype: float64","Ticker
MSSA    1.966289
dtype: float64","Ticker
MSSA    3.684659
dtype: float64","Ticker
MSSA    6.607924
dtype: float64",,"Ticker
MSSA    12.0
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MSTR,"Ticker
MSTR   -19.47723
dtype: float64","Ticker
MSTR   -25.982833
dtype: float64","Ticker
MSTR   -37.940146
dtype: float64","Ticker
MSTR    73.658797
dtype: float64",,"Ticker
MSTR    255.429993
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MSW,"Ticker
MSW   -11.478473
dtype: float64","Ticker
MSW   -44.089831
dtype: float64","Ticker
MSW   -15.384615
dtype: float64",,,"Ticker
MSW    5.07
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MTC,"Ticker
MTC   -8.21596
dtype: float64","Ticker
MTC   -12.134828
dtype: float64","Ticker
MTC    401.282062
dtype: float64","Ticker
MTC    341.309261
dtype: float64",,"Ticker
MTC    1.26
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MTCH,"Ticker
MTCH   -4.865991
dtype: float64","Ticker
MTCH   -8.902361
dtype: float64","Ticker
MTCH    0.622415
dtype: float64","Ticker
MTCH   -13.947041
dtype: float64",,"Ticker
MTCH    31.709999
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MTEK,"Ticker
MTEK   -10.669512
dtype: float64","Ticker
MTEK   -20.39996
dtype: float64","Ticker
MTEK    35.456269
dtype: float64","Ticker
MTEK    33.003545
dtype: float64",,"Ticker
MTEK    2.225
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MTEN,"Ticker
MTEN   -0.464481
dtype: float64","Ticker
MTEN    11.844121
dtype: float64","Ticker
MTEN   -8.473804
dtype: float64","Ticker
MTEN   -1.88034
dtype: float64",,"Ticker
MTEN    5.247
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MTEX,"Ticker
MTEX   -1.383572
dtype: float64","Ticker
MTEX   -6.319906
dtype: float64","Ticker
MTEX    35.737447
dtype: float64","Ticker
MTEX    51.309848
dtype: float64",,"Ticker
MTEX    11.3
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MTLS,"Ticker
MTLS   -24.71537
dtype: float64","Ticker
MTLS   -36.722486
dtype: float64","Ticker
MTLS   -28.287391
dtype: float64","Ticker
MTLS   -4.627404
dtype: float64",,"Ticker
MTLS    5.26
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MTRX,"Ticker
MTRX   -6.182083
dtype: float64","Ticker
MTRX   -7.279239
dtype: float64","Ticker
MTRX   -2.899275
dtype: float64","Ticker
MTRX    30.852139
dtype: float64",,"Ticker
MTRX    12.48
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MTSI,"Ticker
MTSI   -5.779045
dtype: float64","Ticker
MTSI   -6.97344
dtype: float64","Ticker
MTSI   -13.482053
dtype: float64","Ticker
MTSI    9.883188
dtype: float64",,"Ticker
MTSI    115.660004
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MTSR,"Ticker
MTSR   -19.117646
dtype: float64",,,,,"Ticker
MTSR    24.780001
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MTTR,"Ticker
MTTR   -0.061689
dtype: float64","Ticker
MTTR    3.779633
dtype: float64","Ticker
MTTR    11.64714
dtype: float64","Ticker
MTTR    22.541608
dtype: float64",,"Ticker
MTTR    5.38
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MTVA,"Ticker
MTVA   -8.546654
dtype: float64","Ticker
MTVA   -22.687608
dtype: float64","Ticker
MTVA   -37.95518
dtype: float64","Ticker
MTVA   -56.864655
dtype: float64",,"Ticker
MTVA    1.46
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MU,"Ticker
MU   -7.578824
dtype: float64","Ticker
MU    5.511046
dtype: float64","Ticker
MU   -8.622695
dtype: float64","Ticker
MU   -5.493627
dtype: float64",,"Ticker
MU    93.629997
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MULN,"Ticker
MULN   -41.288345
dtype: float64","Ticker
MULN   -82.472527
dtype: float64","Ticker
MULN   -98.227778
dtype: float64","Ticker
MULN   -99.8405
dtype: float64",,"Ticker
MULN    2.57
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MURA,"Ticker
MURA   -11.244018
dtype: float64","Ticker
MURA   -2.70979
dtype: float64","Ticker
MURA    5.099154
dtype: float64","Ticker
MURA    9.655173
dtype: float64",,"Ticker
MURA    3.68
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MVBF,"Ticker
MVBF   -2.677331
dtype: float64","Ticker
MVBF   -5.900155
dtype: float64","Ticker
MVBF   -15.578344
dtype: float64","Ticker
MVBF   -14.022425
dtype: float64",,"Ticker
MVBF    18.49
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MVIS,"Ticker
MVIS   -13.967612
dtype: float64","Ticker
MVIS   -8.798283
dtype: float64","Ticker
MVIS    43.097642
dtype: float64","Ticker
MVIS    50.70922
dtype: float64",,"Ticker
MVIS    1.45
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MVST,"Ticker
MVST   -21.684869
dtype: float64","Ticker
MVST   -8.810173
dtype: float64","Ticker
MVST    153.279516
dtype: float64","Ticker
MVST    436.32479
dtype: float64",,"Ticker
MVST    1.63
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MXCT,"Ticker
MXCT   -12.478778
dtype: float64","Ticker
MXCT   -25.505779
dtype: float64","Ticker
MXCT   -2.827521
dtype: float64","Ticker
MXCT   -20.201236
dtype: float64",,"Ticker
MXCT    3.34
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MXL,"Ticker
MXL   -12.199924
dtype: float64","Ticker
MXL   -27.210442
dtype: float64","Ticker
MXL   -5.365853
dtype: float64","Ticker
MXL    21.51416
dtype: float64",,"Ticker
MXL    14.61
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MYFW,"Ticker
MYFW   -3.11837
dtype: float64","Ticker
MYFW   -4.089221
dtype: float64","Ticker
MYFW   -7.281253
dtype: float64","Ticker
MYFW    10.194982
dtype: float64",,"Ticker
MYFW    19.889999
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MYGN,"Ticker
MYGN   -24.30776
dtype: float64","Ticker
MYGN   -12.236841
dtype: float64","Ticker
MYGN   -28.000862
dtype: float64","Ticker
MYGN   -59.949561
dtype: float64",,"Ticker
MYGN    10.73
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MYNZ,"Ticker
MYNZ    2.355075
dtype: float64","Ticker
MYNZ    11.807388
dtype: float64","Ticker
MYNZ    2603.349234
dtype: float64","Ticker
MYNZ    1375.19582
dtype: float64",,"Ticker
MYNZ    5.23
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MYPS,"Ticker
MYPS   -5.96154
dtype: float64","Ticker
MYPS   -12.050359
dtype: float64","Ticker
MYPS   -11.732852
dtype: float64","Ticker
MYPS    1.875001
dtype: float64",,"Ticker
MYPS    1.63
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MYPSW,"Ticker
MYPSW   -10.526317
dtype: float64","Ticker
MYPSW   -17.073169
dtype: float64","Ticker
MYPSW    44.680844
dtype: float64","Ticker
MYPSW    13.333336
dtype: float64",,"Ticker
MYPSW    0.024
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MYRG,"Ticker
MYRG   -3.77738
dtype: float64","Ticker
MYRG   -11.868785
dtype: float64","Ticker
MYRG   -19.621441
dtype: float64","Ticker
MYRG    20.650714
dtype: float64",,"Ticker
MYRG    122.720001
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MYSZ,"Ticker
MYSZ   -19.292034
dtype: float64","Ticker
MYSZ   -21.243522
dtype: float64","Ticker
MYSZ    14.544084
dtype: float64","Ticker
MYSZ   -27.619049
dtype: float64",,"Ticker
MYSZ    1.37
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NAAS,"Ticker
NAAS   -12.328769
dtype: float64","Ticker
NAAS   -15.973745
dtype: float64","Ticker
NAAS   -59.450899
dtype: float64","Ticker
NAAS   -70.232559
dtype: float64",,"Ticker
NAAS    1.28
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NAII,"Ticker
NAII   -1.700409
dtype: float64","Ticker
NAII   -4.858937
dtype: float64","Ticker
NAII   -4.933439
dtype: float64","Ticker
NAII   -25.47575
dtype: float64",,"Ticker
NAII    3.99
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NAMI,"Ticker
NAMI   -17.710369
dtype: float64","Ticker
NAMI   -0.591016
dtype: float64",,,,"Ticker
NAMI    2.61
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NAMS,"Ticker
NAMS    8.696416
dtype: float64","Ticker
NAMS   -4.966075
dtype: float64","Ticker
NAMS    0.407362
dtype: float64","Ticker
NAMS    23.759787
dtype: float64",,"Ticker
NAMS    21.0
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NAMSW,"Ticker
NAMSW    22.475572
dtype: float64","Ticker
NAMSW   -3.06155
dtype: float64","Ticker
NAMSW    7.160674
dtype: float64","Ticker
NAMSW    41.686294
dtype: float64",,"Ticker
NAMSW    10.6
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NAOV,"Ticker
NAOV   -12.199314
dtype: float64","Ticker
NAOV   -10.897997
dtype: float64","Ticker
NAOV   -50.0
dtype: float64","Ticker
NAOV   -42.58427
dtype: float64",,"Ticker
NAOV    0.347
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NATH,"Ticker
NATH    2.418363
dtype: float64","Ticker
NATH    25.354744
dtype: float64","Ticker
NATH    21.885749
dtype: float64","Ticker
NATH    33.352077
dtype: float64",,"Ticker
NATH    101.910004
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NATR,"Ticker
NATR    3.129476
dtype: float64","Ticker
NATR   -4.109286
dtype: float64","Ticker
NATR   -10.006254
dtype: float64","Ticker
NATR    5.964652
dtype: float64",,"Ticker
NATR    14.57
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NAUT,"Ticker
NAUT   -18.918921
dtype: float64","Ticker
NAUT   -27.77778
dtype: float64","Ticker
NAUT   -45.983383
dtype: float64","Ticker
NAUT   -50.507617
dtype: float64",,"Ticker
NAUT    1.3
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NAVI,"Ticker
NAVI    0.735993
dtype: float64","Ticker
NAVI   -2.861722
dtype: float64","Ticker
NAVI   -7.499454
dtype: float64","Ticker
NAVI   -11.989215
dtype: float64",,"Ticker
NAVI    14.31
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NAYA,"Ticker
NAYA   -0.888888
dtype: float64","Ticker
NAYA   -19.261405
dtype: float64","Ticker
NAYA   -58.066943
dtype: float64","Ticker
NAYA   -54.748376
dtype: float64",,"Ticker
NAYA    0.37
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NB,"Ticker
NB   -12.987014
dtype: float64","Ticker
NB    1.344534
dtype: float64","Ticker
NB    46.715327
dtype: float64","Ticker
NB    1.515148
dtype: float64",,"Ticker
NB    1.94
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NBBK,"Ticker
NBBK    0.052357
dtype: float64","Ticker
NBBK   -0.312986
dtype: float64","Ticker
NBBK   -6.384719
dtype: float64","Ticker
NBBK    2.228959
dtype: float64",,"Ticker
NBBK    19.32
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NBIS,"Ticker
NBIS   -23.217355
dtype: float64","Ticker
NBIS    17.019792
dtype: float64","Ticker
NBIS    45.7234
dtype: float64",,,"Ticker
NBIS    32.490002
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NBIX,"Ticker
NBIX    0.786189
dtype: float64","Ticker
NBIX   -21.29988
dtype: float64","Ticker
NBIX   -6.337358
dtype: float64","Ticker
NBIX   -22.684265
dtype: float64",,"Ticker
NBIX    118.720001
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NBN,"Ticker
NBN   -2.080734
dtype: float64","Ticker
NBN   -1.99389
dtype: float64","Ticker
NBN   -0.420533
dtype: float64","Ticker
NBN    42.920098
dtype: float64",,"Ticker
NBN    100.419998
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NBTB,"Ticker
NBTB   -0.288326
dtype: float64","Ticker
NBTB   -0.014104
dtype: float64","Ticker
NBTB   -5.956094
dtype: float64","Ticker
NBTB   -2.763678
dtype: float64",,"Ticker
NBTB    47.75
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NBTX,"Ticker
NBTX   -5.57522
dtype: float64","Ticker
NBTX    3.996102
dtype: float64","Ticker
NBTX   -4.029501
dtype: float64","Ticker
NBTX   -32.038217
dtype: float64",,"Ticker
NBTX    3.51
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NCEW,"Ticker
NCEW   -26.268295
dtype: float64","Ticker
NCEW   -49.950333
dtype: float64",,,,"Ticker
NCEW    1.01
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NCI,"Ticker
NCI   -13.848203
dtype: float64","Ticker
NCI   -34.876698
dtype: float64","Ticker
NCI   -21.432909
dtype: float64","Ticker
NCI   -3.28849
dtype: float64",,"Ticker
NCI    0.41
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NCIQ,"Ticker
NCIQ   -13.356395
dtype: float64",,,,,"Ticker
NCIQ    21.784
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NCMI,"Ticker
NCMI   -1.91083
dtype: float64","Ticker
NCMI   -1.427868
dtype: float64","Ticker
NCMI   -2.815534
dtype: float64","Ticker
NCMI   -3.564546
dtype: float64",,"Ticker
NCMI    6.69
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NCNA,"Ticker
NCNA   -8.745979
dtype: float64","Ticker
NCNA   -14.25982
dtype: float64","Ticker
NCNA   -24.521276
dtype: float64","Ticker
NCNA   -87.011442
dtype: float64",,"Ticker
NCNA    0.97
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NCNO,"Ticker
NCNO   -4.860117
dtype: float64","Ticker
NCNO   -9.525194
dtype: float64","Ticker
NCNO   -24.897235
dtype: float64","Ticker
NCNO   -10.558648
dtype: float64",,"Ticker
NCNO    31.309999
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NCPL,"Ticker
NCPL   -13.068183
dtype: float64","Ticker
NCPL    6.434781
dtype: float64","Ticker
NCPL    7.746478
dtype: float64","Ticker
NCPL   -40.926643
dtype: float64",,"Ticker
NCPL    2.03
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NCRA,"Ticker
NCRA    7.515106
dtype: float64","Ticker
NCRA   -6.960782
dtype: float64","Ticker
NCRA   -6.960786
dtype: float64","Ticker
NCRA   -2.832767
dtype: float64",,"Ticker
NCRA    0.968
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NCSM,"Ticker
NCSM   -1.678458
dtype: float64","Ticker
NCSM   -7.087845
dtype: float64","Ticker
NCSM    19.477537
dtype: float64","Ticker
NCSM    35.107935
dtype: float64",,"Ticker
NCSM    26.93
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NCTY,"Ticker
NCTY   -25.274253
dtype: float64","Ticker
NCTY   -24.511083
dtype: float64","Ticker
NCTY    6.173589
dtype: float64","Ticker
NCTY    57.123475
dtype: float64",,"Ticker
NCTY    11.28
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NDAQ,"Ticker
NDAQ   -1.047926
dtype: float64","Ticker
NDAQ   -0.310992
dtype: float64","Ticker
NDAQ    0.061613
dtype: float64","Ticker
NDAQ    14.920518
dtype: float64",,"Ticker
NDAQ    82.779999
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NDLS,"Ticker
NDLS   -8.917199
dtype: float64","Ticker
NDLS   -0.923789
dtype: float64","Ticker
NDLS    99.534884
dtype: float64","Ticker
NDLS   -7.343411
dtype: float64",,"Ticker
NDLS    1.42
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NDRA,"Ticker
NDRA   -1.17994
dtype: float64","Ticker
NDRA   -12.788804
dtype: float64","Ticker
NDRA   -15.617128
dtype: float64","Ticker
NDRA   -75.283593
dtype: float64",,"Ticker
NDRA    4.33
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NDSN,"Ticker
NDSN   -3.198182
dtype: float64","Ticker
NDSN   -4.793674
dtype: float64","Ticker
NDSN   -19.282887
dtype: float64","Ticker
NDSN   -18.131552
dtype: float64",,"Ticker
NDSN    210.289993
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NECB,"Ticker
NECB   -1.146983
dtype: float64","Ticker
NECB   -9.160702
dtype: float64","Ticker
NECB   -22.545214
dtype: float64","Ticker
NECB    1.823221
dtype: float64",,"Ticker
NECB    23.26
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NEGG,"Ticker
NEGG   -12.318838
dtype: float64","Ticker
NEGG   -6.923075
dtype: float64","Ticker
NEGG   -31.638417
dtype: float64","Ticker
NEGG   -52.362205
dtype: float64",,"Ticker
NEGG    0.4
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NEHC,"Ticker
NEHC   -20.689652
dtype: float64","Ticker
NEHC   -18.792709
dtype: float64","Ticker
NEHC   -79.357267
dtype: float64","Ticker
NEHC   -78.874074
dtype: float64",,"Ticker
NEHC    2.14
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NEO,"Ticker
NEO   -15.330721
dtype: float64","Ticker
NEO   -32.551911
dtype: float64","Ticker
NEO   -37.979883
dtype: float64","Ticker
NEO   -38.883269
dtype: float64",,"Ticker
NEO    9.99
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NEOG,"Ticker
NEOG   -0.32927
dtype: float64","Ticker
NEOG   -13.191854
dtype: float64","Ticker
NEOG   -32.538443
dtype: float64","Ticker
NEOG   -40.612125
dtype: float64",,"Ticker
NEOG    10.05
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NEON,"Ticker
NEON   -8.893557
dtype: float64","Ticker
NEON    4.330393
dtype: float64","Ticker
NEON    10.723406
dtype: float64","Ticker
NEON    57.506061
dtype: float64",,"Ticker
NEON    8.66
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NEOV,"Ticker
NEOV   -3.666996
dtype: float64","Ticker
NEOV   -2.994012
dtype: float64","Ticker
NEOV   -42.348755
dtype: float64","Ticker
NEOV    22.882426
dtype: float64",,"Ticker
NEOV    3.69
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NEPH,"Ticker
NEPH    1.978023
dtype: float64","Ticker
NEPH   -7.93651
dtype: float64","Ticker
NEPH    1.978023
dtype: float64","Ticker
NEPH   -16.396398
dtype: float64",,"Ticker
NEPH    1.51
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NERV,"Ticker
NERV   -7.078042
dtype: float64","Ticker
NERV   -32.275132
dtype: float64","Ticker
NERV   -23.695977
dtype: float64","Ticker
NERV   -36.555144
dtype: float64",,"Ticker
NERV    1.67
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NESR,"Ticker
NESR   -11.828723
dtype: float64","Ticker
NESR   -10.112767
dtype: float64","Ticker
NESR   -4.261915
dtype: float64","Ticker
NESR   -11.75
dtype: float64",,"Ticker
NESR    8.2
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NETD,"Ticker
NETD    0.015235
dtype: float64","Ticker
NETD    0.968931
dtype: float64","Ticker
NETD    1.909347
dtype: float64","Ticker
NETD    2.980392
dtype: float64",,"Ticker
NETD    10.945
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NETDU,"Ticker
NETDU   -0.209011
dtype: float64","Ticker
NETDU    3.435468
dtype: float64","Ticker
NETDU    4.502819
dtype: float64","Ticker
NETDU    4.307116
dtype: float64",,"Ticker
NETDU    11.14
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NEUP,"Ticker
NEUP    2.440629
dtype: float64","Ticker
NEUP    5.003379
dtype: float64","Ticker
NEUP    51.541763
dtype: float64","Ticker
NEUP   -37.145863
dtype: float64",,"Ticker
NEUP    5.2
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
NEWT,"Ticker
NEWT   -0.494407
dtype: float64","Ticker
NEWT   -3.28781
dtype: float64","Ticker
NEWT   -11.828453
dtype: float64","Ticker
NEWT   -0.156659
dtype: float64",,"Ticker
NEWT    12.99
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
